chr1,21801050,21801390,chr1,22263790,22263890
chr1,21926110,21928170,chr1,22263790,22263890
chr1,21930410,21932550,chr1,22263790,22263890
chr1,21932690,21934700,chr1,22263790,22263890
chr1,21935430,21936060,chr1,22263790,22263890
chr1,21936770,21937940,chr1,22263790,22263890
chr1,21938600,21939660,chr1,22263790,22263890
chr1,21939720,21940120,chr1,22263790,22263890
chr1,22030110,22030750,chr1,22263790,22263890
chr1,22188340,22188480,chr1,22263790,22263890
chr1,22188610,22190590,chr1,22263790,22263890
chr1,201160040,201162370,chr1,201478584,201478684
chr1,201169540,201170840,chr1,201478584,201478684
chr1,201170960,201172860,chr1,201478584,201478684
chr1,201184970,201185580,chr1,201478584,201478684
chr1,201190880,201191860,chr1,201478584,201478684
chr1,201191960,201193800,chr1,201478584,201478684
chr1,201352520,201353910,chr1,201478584,201478684
chr1,201353960,201354820,chr1,201478584,201478684
chr1,201383780,201384340,chr1,201478584,201478684
chr1,201435310,201436610,chr1,201478584,201478684
chr1,201436710,201437460,chr1,201478584,201478684
chr1,201453920,201454410,chr1,201478584,201478684
chr1,201458110,201459300,chr1,201478584,201478684
chr1,201759700,201759810,chr1,201478584,201478684
chr1,203669700,203669920,chr1,203595689,203595789
chr1,203671200,203672770,chr1,203595689,203595789
chr1,203692100,203693000,chr1,203595689,203595789
chr1,203693120,203693710,chr1,203595689,203595789
chr1,203738820,203739950,chr1,203595689,203595789
chr1,203807190,203807930,chr1,203595689,203595789
chr1,203830840,203832790,chr1,203595689,203595789
chr1,203894240,203896700,chr1,203595689,203595789
chr1,203905850,203908310,chr1,203595689,203595789
chr1,203915400,203916540,chr1,203595689,203595789
chr1,203925840,203927320,chr1,203595689,203595789
chr1,204119220,204120720,chr1,203595689,203595789
chr1,204130540,204131140,chr1,203595689,203595789
chr1,204170940,204172020,chr1,203595689,203595789
chr1,204198230,204199540,chr1,203595689,203595789
chr1,204214130,204214740,chr1,203595689,203595789
chr1,203750510,203752090,chr1,203595689,203595789
chr1,204126490,204128520,chr1,203595689,203595789
chr1,225428520,225429920,chr1,225840844,225840944
