chr1,9064940,9067360,chr1,8938894,8938994
chr1,9078440,9079260,chr1,8938894,8938994
chr1,9100510,9101100,chr1,8938894,8938994
chr1,39322760,39325080,chr1,39546988,39547088
chr1,39338760,39338960,chr1,39546988,39547088
chr1,45110950,45111080,chr1,45240923,45241023
chr1,45117400,45118910,chr1,45240923,45241023
chr1,45205680,45206580,chr1,45240923,45241023
chr1,45251900,45252130,chr1,45240923,45241023
chr1,45266350,45266510,chr1,45240923,45241023
chr1,45266620,45266700,chr1,45240923,45241023
chr1,45307710,45308530,chr1,45240923,45241023
chr1,45338500,45340200,chr1,45240923,45241023
chr1,45340500,45341280,chr1,45240923,45241023
chr1,45345680,45347280,chr1,45240923,45241023
chr1,45500140,45501350,chr1,45240923,45241023
chr1,45569530,45570910,chr1,45240923,45241023
chr1,45252370,45253040,chr1,45240923,45241023
chr1,115124010,115124110,chr1,115301297,115301397
chr1,115138680,115139670,chr1,115301297,115301397
chr1,115142470,115142820,chr1,115301297,115301397
chr1,115168810,115170960,chr1,115301297,115301397
chr1,115183450,115185630,chr1,115301297,115301397
chr1,115251280,115252180,chr1,115301297,115301397
chr1,115256600,115258670,chr1,115301297,115301397
chr1,115258800,115259280,chr1,115301297,115301397
chr1,115280180,115280490,chr1,115301297,115301397
chr1,115322840,115323000,chr1,115301297,115301397
chr1,115363970,115365090,chr1,115301297,115301397
chr1,115373240,115373910,chr1,115301297,115301397
chr1,115411220,115413460,chr1,115301297,115301397
chr1,115226990,115229360,chr1,115301297,115301397
chr1,182758940,182761360,chr1,182992597,182992697
chr1,183094010,183094530,chr1,182992597,182992697
chr1,183096540,183097720,chr1,182992597,182992697
chr1,183097890,183098600,chr1,182992597,182992697
chr1,183105720,183105860,chr1,182992597,182992697
chr1,183203580,183204700,chr1,182992597,182992697
chr10,16792420,16793180,chr10,17270258,17270358
chr10,16871040,16873250,chr10,17270258,17270358
chr10,16967420,16967580,chr10,17270258,17270358
chr10,16967770,16969970,chr10,17270258,17270358
chr10,16994390,16996380,chr10,17270258,17270358
chr10,17024650,17026100,chr10,17270258,17270358
chr10,17199780,17201140,chr10,17270258,17270358
chr10,17201230,17202300,chr10,17270258,17270358
chr10,17205790,17207910,chr10,17270258,17270358
chr10,17257360,17258160,chr10,17270258,17270358
chr10,17258270,17259600,chr10,17270258,17270358
chr10,17276980,17277160,chr10,17270258,17270358
chr10,16859080,16859310,chr10,17270258,17270358
chr10,33099470,33100260,chr10,33294720,33294820
chr10,33112880,33113440,chr10,33294720,33294820
chr10,33113530,33113920,chr10,33294720,33294820
chr10,33121890,33122520,chr10,33294720,33294820
chr10,33128570,33131070,chr10,33294720,33294820
chr10,33211660,33212510,chr10,33294720,33294820
chr10,33215040,33217020,chr10,33294720,33294820
chr11,222740,224070,chr11,321340,321440
chr11,279870,280080,chr11,321340,321440
chr11,289240,289800,chr11,321340,321440
chr11,308440,308990,chr11,321340,321440
chr11,314360,314920,chr11,321340,321440
chr11,319990,320560,chr11,321340,321440
chr11,369960,372100,chr11,321340,321440
chr11,394520,396600,chr11,321340,321440
chr11,396690,396810,chr11,321340,321440
chr11,406540,406840,chr11,321340,321440
chr11,406990,407060,chr11,321340,321440
chr11,407160,407420,chr11,321340,321440
chr11,407570,407810,chr11,321340,321440
chr11,567850,568080,chr11,321340,321440
chr11,726480,726610,chr11,321340,321440
chr11,726750,726900,chr11,321340,321440
chr11,819910,821630,chr11,321340,321440
chr11,833030,834520,chr11,321340,321440
chr11,908650,910770,chr11,321340,321440
chr11,834590,836060,chr11,321340,321440
chr11,75139670,75140790,chr11,75273101,75273201
chr11,75280220,75282110,chr11,75273101,75273201
chr11,75470580,75472970,chr11,75273101,75273201
chr11,75473590,75474780,chr11,75273101,75273201
chr11,75508380,75509270,chr11,75273101,75273201
chr11,122646980,122647730,chr11,122933938,122934038
chr11,122667740,122669640,chr11,122933938,122934038
chr11,122669740,122671890,chr11,122933938,122934038
chr11,122678880,122680450,chr11,122933938,122934038
chr11,122720920,122722400,chr11,122933938,122934038
chr11,122724800,122726400,chr11,122933938,122934038
chr11,122733250,122735340,chr11,122933938,122934038
chr11,122741440,122741970,chr11,122933938,122934038
chr11,122772960,122773340,chr11,122933938,122934038
chr11,122783960,122785730,chr11,122933938,122934038
chr11,122791490,122792260,chr11,122933938,122934038
chr11,122808070,122808840,chr11,122933938,122934038
chr11,122932040,122932770,chr11,122933938,122934038
chr11,122954560,122955210,chr11,122933938,122934038
chr12,5988480,5989300,chr12,6643093,6643193
chr12,6140740,6142240,chr12,6643093,6643193
chr12,6172220,6173410,chr12,6643093,6643193
chr12,6180500,6181490,chr12,6643093,6643193
chr12,6341900,6342570,chr12,6643093,6643193
chr12,6344730,6345350,chr12,6643093,6643193
chr12,6345440,6346920,chr12,6643093,6643193
chr12,6422950,6424170,chr12,6643093,6643193
chr12,6440090,6442230,chr12,6643093,6643193
chr12,6442680,6442900,chr12,6643093,6643193
chr12,6443030,6443250,chr12,6643093,6643193
chr12,6493620,6493750,chr12,6643093,6643193
chr12,6493850,6494180,chr12,6643093,6643193
chr12,6494310,6494390,chr12,6643093,6643193
chr12,6554720,6556120,chr12,6643093,6643193
chr12,7432100,7434180,chr12,6643093,6643193
chr12,7438450,7440900,chr12,6643093,6643193
chr12,6644640,6645650,chr12,7245203,7245303
chr12,6645760,6645840,chr12,7245203,7245303
chr12,6645960,6646080,chr12,7245203,7245303
chr12,6646180,6646260,chr12,7245203,7245303
chr12,6646380,6646470,chr12,7245203,7245303
chr12,6646560,6646740,chr12,7245203,7245303
chr12,6647160,6647260,chr12,7245203,7245303
chr12,6647540,6648690,chr12,7245203,7245303
chr12,6649760,6650670,chr12,7245203,7245303
chr12,6657330,6657590,chr12,7245203,7245303
chr12,6658020,6658640,chr12,7245203,7245303
chr12,6677090,6677300,chr12,7245203,7245303
chr12,6688080,6690200,chr12,7245203,7245303
chr12,6752840,6753300,chr12,7245203,7245303
chr12,6753770,6754380,chr12,7245203,7245303
chr12,6778360,6779920,chr12,7245203,7245303
chr12,6797390,6798260,chr12,7245203,7245303
chr12,6806960,6807210,chr12,7245203,7245303
chr12,6807270,6809300,chr12,7245203,7245303
chr12,6824590,6826340,chr12,7245203,7245303
chr12,6826920,6827900,chr12,7245203,7245303
chr12,6861220,6861450,chr12,7245203,7245303
chr12,6861530,6862040,chr12,7245203,7245303
chr12,6875920,6876670,chr12,7245203,7245303
chr12,6887090,6887400,chr12,7245203,7245303
chr12,6917510,6917850,chr12,7245203,7245303
chr12,6924160,6924890,chr12,7245203,7245303
chr12,6925570,6925960,chr12,7245203,7245303
chr12,6931070,6932540,chr12,7245203,7245303
chr12,6938100,6939020,chr12,7245203,7245303
chr12,6939180,6939510,chr12,7245203,7245303
