chr1,21862493,21864479,HSPG2,NFATC2
chr1,21863896,21865886,HSPG2,FOXC1
chr1,21862126,21864115,HSPG2,KLF5
chr1,21863041,21865037,HSPG2,Alx4
chr1,21862698,21864686,HSPG2,POU5F1B
chr1,21863108,21865100,HSPG2,MEIS1(var.2)
chr1,21862394,21864386,HSPG2,DUXA
chr1,21864010,21866003,HSPG2,KLF14
chr1,21862124,21864115,HSPG2,SP9
chr1,21863517,21865509,HSPG2,NRL
chr1,21862124,21864116,HSPG2,SP3
chr1,21863784,21865774,HSPG2,YY2
chr1,21863045,21865034,HSPG2,POU6F1
chr1,21863574,21865569,HSPG2,SPIB
chr1,21862506,21864499,HSPG2,ZNF135
chr1,21863246,21865237,HSPG2,ZNF652
chr1,21862862,21864854,HSPG2,TEAD1
chr1,21862636,21864625,HSPG2,Ascl2
chr1,21862126,21864116,HSPG2,KLF3
chr1,21863575,21865568,HSPG2,ELF1
chr1,21863490,21865478,HSPG2,Sox17
chr1,21862913,21864898,HSPG2,Arnt
chr1,21862636,21864625,HSPG2,NHLH1
chr1,21863323,21865314,HSPG2,E2F1
chr1,21864032,21866022,HSPG2,KLF16
chr1,21863575,21865567,HSPG2,ZBTB7A
chr1,21862733,21864727,HSPG2,STAT1::STAT2
chr1,21862592,21864583,HSPG2,GFI1
chr1,21862732,21864725,HSPG2,IRF7
chr1,21862729,21864729,HSPG2,IRF1
chr1,21862364,21864353,HSPG2,HES1
chr1,21862257,21864249,HSPG2,TFAP2A(var.3)
chr1,21862257,21864249,HSPG2,TFAP2B(var.3)
chr1,21863881,21865871,HSPG2,TFAP2E
chr1,21862398,21864390,HSPG2,ZFP57
chr1,21863321,21865316,HSPG2,E2F2
chr1,21862897,21864886,HSPG2,RELA
chr1,21862125,21864115,HSPG2,KLF15
chr1,21862295,21864287,HSPG2,Nkx3-2
chr1,21862189,21864178,HSPG2,NEUROG1
chr1,21862189,21864178,HSPG2,OLIG3
chr1,21862189,21864178,HSPG2,BHLHE22
chr1,21862900,21864892,HSPG2,E2F6
chr1,21862188,21864179,HSPG2,BHLHE23
chr1,21862189,21864178,HSPG2,OLIG2
chr1,21863985,21865975,HSPG2,ELK4
chr1,21862909,21864902,HSPG2,USF2
chr1,21862189,21864178,HSPG2,NEUROG2
chr1,21862189,21864178,HSPG2,OLIG1
chr1,21863459,21865449,HSPG2,TFDP1
chr1,21862733,21864730,HSPG2,IRF2
chr1,21863989,21865978,HSPG2,TCFL5
chr1,21863846,21865836,HSPG2,GCM1
chr1,21862695,21864688,HSPG2,PLAG1
chr1,21864008,21866002,HSPG2,SP1
chr1,21864008,21866004,HSPG2,SP4
chr1,21862895,21864887,HSPG2,NFKB2
chr1,21864123,21866112,HSPG2,SMAD5
chr1,21862559,21864551,HSPG2,ESRRA
chr1,21862559,21864549,HSPG2,ESRRB
chr1,21862562,21864555,HSPG2,POU1F1
chr1,21863816,21865808,HSPG2,Dmrt1
chr1,21862911,21864900,HSPG2,BHLHE40
chr1,21862911,21864900,HSPG2,ARNT2
chr1,21862911,21864900,HSPG2,HEY2
chr1,21862911,21864900,HSPG2,MLXIPL
chr1,21862912,21864899,HSPG2,Mlxip
chr1,21862911,21864901,HSPG2,TFEC
chr1,21862910,21864901,HSPG2,CREB3L4
chr1,21862911,21864900,HSPG2,HES2
chr1,21862910,21864901,HSPG2,MYCN
chr1,21862911,21864900,HSPG2,MLX
chr1,21862911,21864901,HSPG2,MAX::MYC
chr1,21862911,21864900,HSPG2,MNT
chr1,21862910,21864901,HSPG2,MYC
chr1,21862911,21864900,HSPG2,MAX
chr1,21862912,21864900,HSPG2,Creb3l2
chr1,21862911,21864900,HSPG2,SOHLH2
chr1,21862911,21864900,HSPG2,BHLHE41
chr1,21862911,21864900,HSPG2,HEY1
chr1,21862911,21864900,HSPG2,CLOCK
chr1,21862188,21864179,HSPG2,TCF21(var.2)
chr1,21862215,21864209,HSPG2,FOSL2::JUND(var.2)
chr1,21863466,21865457,HSPG2,ZBTB7B
chr1,21863778,21865773,HSPG2,EGR4
chr1,21863322,21865315,HSPG2,E2F4
chr1,21862214,21864207,HSPG2,XBP1
chr1,21862215,21864208,HSPG2,CREB3
chr1,21862883,21864878,HSPG2,ZNF274
chr1,21862961,21864958,HSPG2,TP73
chr1,21862732,21864725,HSPG2,IRF5
chr1,21862216,21864207,HSPG2,CREB3L4(var.2)
chr1,21863066,21865056,HSPG2,EGR2
chr1,201790675,201790791,CSRP1,NFATC2
chr1,201791819,201791939,CSRP1,FOXC1
chr1,201791033,201791152,CSRP1,KLF5
chr1,201790895,201791021,CSRP1,Alx4
chr1,201790686,201790804,CSRP1,POU5F1B
chr1,201791153,201791278,CSRP1,ONECUT1
chr1,201792056,201792178,CSRP1,MEIS1(var.2)
