chr1	633890	634170	12.6118275010845
chr1	753580	753940	8.26078400584377
chr1	778980	779340	7.95304514858034
chr1	786740	787300	9.21088554472771
chr1	804790	805580	8.1522380993833
chr1	817180	817490	8.2907888731011
chr1	817850	818420	8.09598358471522
chr1	826570	827860	13.0245361007145
chr1	839100	842680	11.8605232268657
chr1	845290	847280	7.9129089041023
chr1	851450	852190	9.25416789969824
chr1	861180	861300	9.40436016457664
chr1	861390	862120	8.8298411242092
chr1	874840	876520	10.3367467687016
chr1	876690	877510	9.2763150396921
chr1	877630	877780	9.13138175361908
chr1	877870	877930	8.79652384650034
chr1	878440	878630	9.82875417415712
chr1	878760	879070	8.90609888176999
chr1	879190	879280	8.90609888176999
chr1	880180	880430	9.12802228739616
chr1	880530	880890	9.12802228739616
chr1	890640	890970	8.77491953294191
chr1	902000	902080	12.3047483214221
chr1	902180	903450	12.8284107739319
chr1	904450	905070	9.59857289334634
chr1	906780	907190	7.37175686547075
chr1	911650	911870	8.60223290429792
chr1	922860	934340	13.5532390705582
chr1	934810	934900	12.1782715720787
chr1	934990	935070	12.8562551822884
chr1	940550	942320	10.6030276980137
chr1	942790	943580	9.82708294246226
chr1	948960	949360	11.5432679130953
chr1	955750	957580	12.1939728368622
chr1	957840	961110	14.6618409034784
chr1	965950	969960	11.9846329522757
chr1	974810	976040	11.3147750562006
chr1	976260	976550	10.1123129919419
chr1	976780	976850	9.92608143921769
chr1	991500	996560	12.1468939141274
chr1	996740	1003220	16.5094269816466
chr1	1003500	1006350	10.6406431594816
chr1	1014690	1016130	12.6864503877258
chr1	1018930	1019730	11.9173814850244
chr1	1019760	1019860	10.7244751074492
chr1	1019880	1021250	13.3135453054909
chr1	1030950	1033380	8.26517000277554
chr1	1039830	1041090	9.68139390854832
chr1	1050060	1051430	9.78914924055827
chr1	1056740	1061180	12.3627566956813
chr1	1063450	1064810	15.540519262667
chr1	1079440	1081770	14.9572171716306
chr1	1091570	1094330	11.8603078590373
chr1	1115980	1116110	10.6599749214155
chr1	1121970	1122640	9.5276285144798
chr1	1134690	1137290	11.8561860833688
chr1	1157410	1158620	13.8780806909061
chr1	1172450	1177820	8.55815523474994
chr1	1198760	1200160	10.0317764643163
chr1	1200210	1202020	13.1450460413335
chr1	1205040	1207310	7.33927264157026
chr1	1207400	1209040	15.2399712885482
chr1	1216990	1217620	8.54304366641592
chr1	1217700	1218170	8.54304366641592
chr1	1218360	1219350	7.41873073404809
chr1	1230600	1230820	8.61257120382626
chr1	1231320	1231390	8.52421814314357
chr1	1252950	1254670	10.0228257038757
chr1	1271900	1273350	9.19226197861765
chr1	1273560	1273640	8.74576710496624
chr1	1273820	1273900	14.7278233487719
chr1	1274030	1274740	11.4267905031129
chr1	1274820	1274960	7.27594913915684
chr1	1280090	1284270	11.4414963736553
chr1	1290730	1290820	6.75820287608207
chr1	1291130	1292060	10.7711239050444
chr1	1292080	1293830	10.9704284145528
chr1	1304340	1309060	14.7285850660668
chr1	1309830	1310080	7.89148134594593
chr1	1310170	1310370	11.4314293390367
chr1	1318230	1318670	9.87315916031503
chr1	1324270	1325240	11.7706475564813
chr1	1341270	1342280	9.93998383651723
chr1	1342400	1342510	11.6956773377051
chr1	1347750	1350080	10.7241740736657
chr1	1361820	1362930	11.9675060668842
chr1	1398980	1402160	15.2604296046097
chr1	1407470	1408600	15.0606302978225
chr1	1429230	1430860	9.54315307460177
chr1	1440770	1441440	8.07976348336896
chr1	1448070	1449100	8.17551253076014
chr1	1471180	1472720	15.0309137875157
chr1	1473780	1475060	10.7915471885051
chr1	1475170	1475660	11.0154161357731
chr1	1489850	1491120	9.29360776879806
chr1	1508490	1509850	12.3444278781039
chr1	1532250	1533380	7.3319585226421
chr1	1540480	1543330	11.2431005184647
chr1	1551480	1551880	13.8715206635705
